tech,pol,slew,cap,voltage,temp,delay,wp_over_wn,wp_sum,wn_sum,is_inv,stack_pu,stack_pd
Nangate45,rise,57.782272727272726,37.832727272727276,1.1,25.0,100.4793783072028,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,22.59409090909091,4.843636363636364,1.1,25.0,9.250685375385109,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,163.34681818181818,17.214545454545455,1.1,25.0,44.92703268575053,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,57.782272727272726,25.46181818181818,1.1,25.0,70.77185345583423,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,57.782272727272726,4.843636363636364,1.1,25.0,12.485461268280886,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,5.0,37.832727272727276,1.1,25.0,36996.86516397104,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,57.782272727272726,41.95636363636364,1.1,25.0,110.37731826122582,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,40.18818181818182,17.214545454545455,1.1,25.0,25.401834169701058,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,110.56454545454545,21.33818181818182,1.1,25.0,72.02908547821269,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,75.37636363636364,13.090909090909092,1.1,25.0,25.537820723189025,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,110.56454545454545,25.46181818181818,1.1,25.0,47.39122772749921,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,40.18818181818182,37.832727272727276,1.1,25.0,97.66631705747203,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,163.34681818181818,33.70909090909091,1.1,25.0,115.830283047942,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,198.535,13.090909090909092,1.1,25.0,41.12541847671512,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,75.37636363636364,33.70909090909091,1.1,25.0,93.46928069423791,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,110.56454545454545,0.72,1.1,25.0,6.427612024794259,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,5.0,21.33818181818182,1.1,25.0,20866.794673922548,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,110.56454545454545,33.70909090909091,1.1,25.0,57.60107847330644,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,128.15863636363636,37.832727272727276,1.1,25.0,66.19491856494018,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,110.56454545454545,13.090909090909092,1.1,25.0,52.316565768051376,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,180.9409090909091,13.090909090909092,1.1,25.0,39.397449996680315,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,128.15863636363636,0.72,1.1,25.0,18.50498104840666,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,163.34681818181818,21.33818181818182,1.1,25.0,86.24909888533323,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,198.535,41.95636363636364,1.1,25.0,86.97871312964989,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,110.56454545454545,4.843636363636364,1.1,25.0,31.292966574588633,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,145.75272727272727,41.95636363636364,1.1,25.0,75.08619497368512,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,198.535,33.70909090909091,1.1,25.0,126.08709358861128,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,5.0,13.090909090909092,1.1,25.0,12801.366653523986,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,163.34681818181818,13.090909090909092,1.1,25.0,65.71090667261765,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,92.97045454545454,0.72,1.1,25.0,14.651248732734162,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,rise,145.75272727272727,21.33818181818182,1.1,25.0,81.21270237497377,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,57.782272727272726,21.33818181818182,1.1,25.0,32.937255929069664,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,5.0,41.95636363636364,1.1,25.0,41028.230366293836,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,128.15863636363636,33.70909090909091,1.1,25.0,61.22900658790249,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,57.782272727272726,13.090909090909092,1.1,25.0,22.933351001120908,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,40.18818181818182,0.72,1.1,25.0,5.069244613333067,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
Nangate45,fall,128.15863636363636,13.090909090909092,1.1,25.0,34.08944993333656,1.5180722891566267,6.3e-07,4.1499999999999994e-07,1,1,1
